,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
192,sequence_32168,0,0,0,2,3,0,4,5,8,9,0,11,11,2,12,7,10,4,2,8,10,6,21,8,12,26,11,21
193,sequence_32172,0,0,0,2,3,0,4,5,8,5,0,11,6,10,12,7,10,4,2,8,5,6,18,8,5,26,11,10
194,sequence_32111,0,0,0,2,3,0,4,5,8,9,4,4,11,5,9,15,10,15,12,9,19,6,14,6,13,9,9,25
195,sequence_51051,0,1,1,0,5,6,1,0,6,1,1,2,1,0,8,1,0,9,0,5,1,5,1,3,17,22,1,16
196,sequence_50975,0,1,1,0,5,6,1,0,6,1,8,5,1,0,14,9,0,13,17,14,9,20,10,9,6,8,21,16
197,sequence_32155,0,0,0,2,3,0,4,4,8,5,4,4,6,5,9,15,8,16,12,9,19,16,20,21,13,9,9,8
198,sequence_32156,0,0,0,2,3,0,4,4,8,5,4,4,6,5,9,15,8,16,12,9,19,16,20,21,13,9,9,8
199,sequence_50993,0,1,1,3,1,6,1,0,6,1,1,5,1,0,14,10,3,5,17,16,18,21,17,16,20,1,15,9
200,sequence_32157,0,0,0,2,3,0,4,4,8,5,4,4,6,5,9,15,8,16,12,9,19,16,20,21,13,9,9,8
201,sequence_51193,1,2,2,1,4,2,2,2,3,0,2,3,0,3,13,2,1,3,16,3,3,4,2,10,21,25,3,24
202,sequence_51038,0,1,1,0,5,6,1,3,4,10,7,2,3,12,8,16,5,1,0,0,13,19,11,1,24,16,5,4
203,sequence_50994,0,1,1,3,1,6,1,0,6,1,1,5,1,0,14,10,3,5,17,16,18,21,17,16,20,1,1,9
204,sequence_32154,0,0,0,2,3,0,4,4,8,5,4,1,6,5,9,15,8,15,12,9,19,16,20,21,13,9,9,8
205,sequence_51030,0,1,1,3,1,1,3,3,7,3,9,8,8,4,8,1,5,1,15,0,1,5,7,15,17,22,16,12
206,sequence_51021,0,1,1,3,1,1,3,8,4,3,6,7,5,7,15,12,7,17,3,11,4,10,8,13,8,13,25,11
207,sequence_51150,1,2,2,1,0,4,5,7,0,4,3,0,13,1,1,14,9,0,14,19,8,8,23,14,14,19,17,6
208,sequence_51022,0,1,1,3,1,1,3,3,7,3,9,8,8,4,0,1,5,1,15,0,6,5,7,15,17,22,16,12
209,sequence_51057,0,1,1,3,1,1,3,8,1,3,6,2,5,4,8,13,5,18,15,0,21,1,16,20,16,6,22,18
210,sequence_51056,0,1,1,3,1,1,3,8,1,3,6,2,5,4,8,13,5,18,15,0,21,1,16,20,16,6,22,18
211,sequence_51055,0,1,1,3,1,1,3,8,1,3,6,2,5,4,8,13,5,18,15,0,21,1,16,20,16,6,22,18
212,sequence_51142,1,2,2,1,0,4,7,7,9,7,3,6,4,1,13,11,12,12,8,1,14,11,13,19,0,15,13,1
213,sequence_50982,0,1,1,0,5,5,6,8,4,10,6,7,5,7,15,3,7,17,3,11,4,10,22,18,8,13,7,19
214,sequence_51132,1,2,2,1,0,4,7,7,9,7,11,6,7,9,5,14,6,7,8,13,14,18,6,7,7,7,6,13
215,sequence_51197,1,2,2,1,0,4,7,7,9,7,11,6,4,6,5,6,6,7,8,10,14,11,13,19,0,7,13,1
216,sequence_51004,0,1,1,0,5,5,6,8,4,6,6,10,5,7,10,12,7,17,3,11,15,10,8,13,8,13,10,11
217,sequence_50968,0,1,1,3,1,1,3,3,7,10,9,5,3,4,8,10,3,1,15,0,1,15,17,15,20,1,16,12
218,sequence_51200,1,2,2,1,4,2,2,2,3,0,2,3,0,3,1,2,1,3,1,12,3,4,12,0,3,2,23,22
219,sequence_50976,0,1,1,0,5,5,6,6,5,6,10,10,10,14,4,3,16,10,10,7,7,7,5,24,4,3,24,27
220,sequence_50977,0,1,1,0,5,5,6,8,4,10,7,7,5,7,15,12,7,17,3,11,4,10,8,13,8,13,7,28
221,sequence_51039,0,1,1,0,5,6,1,0,4,10,7,2,3,12,8,16,0,1,0,0,13,19,11,1,24,16,5,4
222,sequence_51126,1,2,2,1,0,4,7,7,9,8,11,6,4,11,5,6,6,11,11,10,0,18,19,11,10,23,0,15
223,sequence_51143,1,2,2,1,0,4,7,7,0,7,3,0,0,1,13,11,12,12,1,1,11,2,2,0,3,2,13,3
224,sequence_50981,0,1,1,0,5,5,6,6,5,6,10,10,10,14,4,3,16,10,10,7,7,7,5,24,15,3,24,27
225,sequence_50971,0,1,1,0,5,5,6,8,4,10,6,7,5,7,15,3,7,17,3,11,4,10,8,13,8,13,7,11
226,sequence_51047,0,1,1,0,5,5,6,8,4,10,6,7,5,7,15,12,7,17,3,11,4,10,22,13,8,13,7,19
227,sequence_50964,0,1,1,0,5,5,6,6,4,10,10,7,10,7,15,3,11,10,10,17,7,7,22,18,15,18,7,0
228,sequence_51049,0,1,1,0,5,5,6,8,4,6,7,10,5,14,10,12,7,17,3,11,15,10,8,13,8,13,26,28
229,sequence_32173,0,0,3,4,2,3,0,1,2,2,5,9,2,8,3,0,2,2,9,2,2,22,0,2,2,5,2,14
230,sequence_50983,0,1,1,3,1,1,3,3,7,3,9,8,8,4,0,10,3,9,7,18,6,15,17,22,20,10,1,12
231,sequence_51044,0,1,1,3,1,6,1,3,7,3,1,8,3,4,0,1,5,9,0,5,6,5,1,3,1,22,1,4
232,sequence_51006,0,1,1,3,1,6,1,3,6,1,1,2,3,4,14,1,5,9,15,5,9,5,1,22,1,10,10,16
233,sequence_51201,1,2,2,1,4,2,2,2,3,0,2,3,0,1,1,2,1,3,16,12,3,4,2,5,3,2,23,26
234,sequence_51036,0,1,1,3,1,1,3,3,7,3,1,8,8,4,8,1,5,1,15,5,1,5,1,15,17,22,16,12
235,sequence_50967,0,1,1,3,1,1,3,3,7,3,9,8,8,4,8,1,5,1,15,18,1,5,7,15,17,22,16,12
236,sequence_32161,0,0,3,4,2,3,0,1,2,2,5,9,2,8,3,8,2,2,9,2,12,3,0,2,18,5,2,14
237,sequence_32144,0,0,3,4,2,3,0,1,2,2,5,1,2,8,3,0,2,2,9,2,12,3,0,2,25,5,2,14
238,sequence_51139,1,2,2,1,4,2,2,2,3,0,2,3,0,3,11,2,1,3,16,12,3,4,12,5,3,2,23,26
239,sequence_51153,1,2,2,1,4,2,5,2,3,4,2,3,13,3,11,2,14,0,6,4,16,4,12,10,14,17,20,6
240,sequence_32145,0,0,3,4,2,3,0,1,2,2,5,1,2,8,3,0,2,2,9,2,12,3,0,2,25,5,2,2
241,sequence_50985,0,1,1,3,1,1,3,3,7,3,9,8,8,4,8,1,5,1,15,18,1,5,7,15,17,22,16,11
242,sequence_32153,0,0,3,4,2,3,0,1,2,2,5,1,2,8,3,8,2,2,9,2,2,14,0,2,25,24,2,14
243,sequence_50986,0,1,1,3,1,1,3,3,7,3,9,8,8,4,0,1,5,9,7,18,6,5,7,3,11,22,25,12
244,sequence_51042,0,1,1,0,5,5,6,8,4,10,7,7,5,7,15,12,7,17,3,11,4,10,8,13,8,13,26,28
245,sequence_51024,0,1,1,0,5,5,6,8,4,10,6,7,5,7,15,12,7,17,3,11,4,10,8,13,8,13,16,11
246,sequence_51037,0,1,1,0,5,6,1,3,4,10,7,2,3,12,8,16,5,1,0,0,13,19,11,1,24,16,5,28
247,sequence_51146,1,2,2,1,0,4,7,7,0,7,3,12,9,9,7,4,15,7,18,19,11,8,3,23,19,4,6,7
