,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
226,sequence_51047,0,2,0,1,0,1,0,6,2,0,6,6,13,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6
227,sequence_50964,0,2,0,1,0,1,0,8,8,8,8,8,3,3,1,0,17,17,17,17,17,17,8,8,8,8,8,8
228,sequence_51049,0,2,0,1,0,1,0,8,8,8,8,8,3,3,1,0,10,10,10,10,10,10,10,10,10,10,10,4
229,sequence_32173,0,0,3,3,3,3,3,3,3,3,3,3,1,0,7,7,7,3,3,1,0,22,22,22,22,22,22,22
230,sequence_50983,0,2,0,4,4,4,4,4,4,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
231,sequence_51044,0,2,0,4,4,4,4,4,4,4,4,4,4,1,0,8,8,8,8,8,3,3,1,1,0,26,26,26
232,sequence_51006,0,2,0,1,0,6,6,2,0,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,1,0,27,27
233,sequence_51201,1,1,1,0,1,0,1,1,1,1,1,0,6,6,6,6,6,6,6,6,6,2,2,0,12,12,12,12
234,sequence_51036,0,2,0,4,4,4,4,4,4,4,4,4,4,1,0,8,8,8,8,8,3,3,1,1,0,9,9,9
235,sequence_50967,0,2,0,4,4,4,4,4,4,4,4,4,4,1,0,8,8,8,8,8,3,3,1,1,0,9,9,9
236,sequence_32161,0,0,3,3,3,3,3,3,3,3,3,3,1,0,7,7,7,3,3,1,0,22,22,22,22,22,22,22
237,sequence_32144,0,0,3,3,3,3,3,3,3,3,3,3,1,0,7,7,7,3,3,1,0,13,13,13,13,13,13,13
238,sequence_51139,1,1,1,0,5,5,5,5,5,2,0,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
239,sequence_51153,1,1,1,0,5,5,5,5,5,2,0,1,0,4,4,4,1,0,19,19,19,19,19,19,19,19,19,19
240,sequence_32145,0,0,3,3,3,3,3,3,3,3,3,3,1,0,7,7,7,3,3,1,0,13,13,13,13,13,13,13
241,sequence_50985,0,2,0,4,4,4,4,4,4,4,4,4,4,1,0,8,8,8,8,8,3,3,1,1,0,9,9,9
242,sequence_32153,0,0,3,3,3,3,3,3,3,3,3,3,1,0,7,7,7,3,3,1,0,13,13,13,13,13,13,13
243,sequence_50986,0,2,0,4,4,4,4,4,4,4,4,4,4,1,0,8,8,8,8,8,3,3,1,1,0,26,26,26
244,sequence_51042,0,2,0,1,0,1,0,8,8,8,8,8,3,3,1,0,10,10,10,10,10,10,10,10,10,10,10,4
245,sequence_51024,0,2,0,1,0,1,0,6,2,0,6,6,13,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6
246,sequence_51037,0,2,0,1,0,6,6,2,0,5,5,5,5,5,5,5,5,5,2,2,2,0,11,24,24,24,24,24
247,sequence_51146,1,1,1,0,1,0,1,1,1,1,1,0,8,8,8,3,3,1,1,0,8,8,3,3,3,3,1,0
